Trip_Type,Date,Day_of_week,Time,Duration_Seconds,Distance_Miles,Pickup_Location,Dropoff_Location,Points,Tip,Pickup_Waittime_Seconds,Surge,Rider_Rating
UberX,4/2/2026,Thursday,6:26 PM,1003,1.81,"43rd Ave, Elmhurst, NY, US","110th St, Corona, NY, US",5,0.00,0,0.00,
UberX,4/2/2026,Thursday,6:05 PM,394,0.97,"102nd St, Corona, NY, US","Junction Blvd, Corona, NY, US",5,0.00,26,0.00,
UberX,4/2/2026,Thursday,5:44 PM,609,1.05,"102nd St, Corona, NY, US","Granger St, Corona, NY, US",5,0.00,0,0.00,
UberX,4/2/2026,Thursday,5:25 PM,820,0.78,"Roosevelt Ave, Elmhurst, NY, US","Roosevelt Ave, Corona, NY, US",5,0.00,0,0.00,
UberX,4/2/2026,Thursday,4:03 PM,2726,12.41,"Martense St, Brooklyn, NY, US","Terminal B, LaGuardia Airport (LGA), Queens, NY, US",5,10.75,0,0.00,
UberX,4/2/2026,Thursday,3:56 PM,439,0.76,"E 39th St, Brooklyn, NY, US","Martense St, Brooklyn, NY, US",5,0.00,0,0.00,
UberX,4/2/2026,Thursday,3:08 PM,1068,3.00,"Flushing Ave, Brooklyn, NY, US","Empire Blvd, Brooklyn, NY, US",5,0.00,180,0.00,
Electric,4/2/2026,Thursday,2:33 PM,1430,3.92,"Union St, Brooklyn, NY, US","Morgan Ave, Brooklyn, NY, US",5,0.00,0,0.00,
UberX,4/2/2026,Thursday,2:03 PM,1450,3.61,"Montauk Ave, Brooklyn, NY, US","Prospect Pl, Brooklyn, NY, US",1,0.00,0,0.00,
Electric,4/2/2026,Thursday,1:11 PM,1200,3.58,"Eldert St, Brooklyn, NY, US","Barbey St, Brooklyn, NY, US",1,0.00,0,0.00,
UberX,4/3/2026,Friday,6:38 PM,2027,11.08,"Madison Ave, New York, NY, US","Allerton Ave, Bronx, NY, US",5,0.00,10,0.00,
UberX,4/3/2026,Friday,6:02 PM,1596,5.26,"Northside Piers, Brooklyn, NY, US","Madison Ave, New York, NY, US",5,0.00,0,0.00,
Electric,4/3/2026,Friday,5:41 PM,1482,3.68,"W Broadway, New York City, NY, US","N 5th St, Brooklyn, NY, US",5,4.25,0,0.00,
UberX,4/3/2026,Friday,4:55 PM,2635,10.21,"Terminal B, Flushing, NY, US","W Broadway, New York City, NY, US",5,10.75,190,0.00,
UberX,4/3/2026,Friday,4:33 PM,742,4.83,"108th St, Forest Hills, NY, US","Terminal B, LaGuardia Airport (LGA), Queens, NY, US",5,0.00,0,0.00,
Comfort,4/3/2026,Friday,4:10 PM,767,5.03,"20th Ave, College Point, NY, US","108th St, Forest Hills, NY, US",5,3.69,0,0.00,
UberX,4/3/2026,Friday,3:57 PM,374,1.29,"20th Ave, College Point, NY, US","126th St, College Point, NY, US",5,0.00,0,0.00,
UberX,4/3/2026,Friday,3:03 PM,2485,13.27,"Linden Blvd, Brooklyn, NY, US","20th Ave, College Point, NY, US",5,0.00,23,0.00,
Electric,4/3/2026,Friday,9:21 AM,1723,6.84,"halsey street, Brooklyn, NY, US","South St, New York City, NY, US",5,0.00,91,0.00,
UberX,4/3/2026,Friday,9:07 AM,121,0.50,"Stuyvesant Ave, Brooklyn, NY, US","Fulton St, Brooklyn, NY, US",5,3.00,0,0.00,
UberX,4/3/2026,Friday,8:38 AM,604,1.65,"Herkimer St, Brooklyn, NY, US","Saint Johns Pl, Brooklyn, NY, US",5,0.00,0,0.00,
UberX,4/3/2026,Friday,8:12 AM,1621,5.16,"Ashford St, Brooklyn, NY, US","Herkimer St, Brooklyn, NY, US",5,0.00,0,0.00,
UberX,4/3/2026,Friday,8:01 AM,436,1.03,"Pennsylvania Ave, Brooklyn, NY, US","Barbey St, Brooklyn, NY, US",5,0.00,0,0.00,
Electric,4/3/2026,Friday,7:50 AM,322,0.98,"Wyona St, Brooklyn, NY, US","Wortman Ave, Brooklyn, NY, US",5,3.00,0,0.00,
UberX,4/3/2026,Friday,7:24 AM,562,1.34,"Cleveland St, Brooklyn, NY, US","Atlantic Ave, Brooklyn, NY, US",1,0.00,0,0.00,
UberX,4/3/2026,Friday,7:01 AM,446,1.28,"Loring Ave, Brooklyn, NY, US","Grant Ave, Brooklyn, NY, US",1,0.00,0,0.00,
UberX,4/3/2026,Friday,6:50 AM,453,1.63,"Autumn Ave, Brooklyn, NY, US","153rd Ave, Howard Beach, NY, US",1,0.00,0,0.00,
UberX,4/4/2026,Saturday,10:51 PM,1887,12.69,"W 49th St, New York, NY, US","94th St, Brooklyn, NY, US",5,0.00,0,1.75,
UberX,4/4/2026,Saturday,10:35 PM,404,0.92,"W 58th St, New York City, NY, US","W End Ave, New York City, NY, US",5,0.00,0,0.00,
UberX,4/4/2026,Saturday,10:03 PM,1102,1.37,"W 32nd St, Manhattan, NY, US","W 43rd St, New York, NY, US",5,0.00,0,0.00,
UberX,4/4/2026,Saturday,9:40 PM,1536,2.72,"W 67th St, New York, NY, US","W 32nd St, New York City, NY, US",5,0.00,0,0.00,
UberX,4/4/2026,Saturday,9:10 PM,1642,5.75,"5th Ave, New York, NY, US","W 69th St, New York, NY, US",5,0.00,0,0.00,
UberX,4/4/2026,Saturday,8:26 PM,383,0.91,"Hudson St, New York City, NY, US","9th Ave, New York City, NY, US",5,0.00,0,0.00,
UberX,4/4/2026,Saturday,8:08 PM,1027,1.52,"1st Ave, New York, NY, US","Hudson St, New York City, NY, US",5,0.00,0,0.00,
UberX,4/4/2026,Saturday,7:51 PM,680,2.24,"bedford ave, New York, NY, US","E 1st St, New York, NY, US",5,4.00,0,0.00,
Electric,4/4/2026,Saturday,7:28 PM,887,2.27,"Lexington Ave, Brooklyn, NY, US","Marcy Ave, Brooklyn, NY, US",5,5.00,0,0.00,
Electric,4/4/2026,Saturday,7:20 PM,446,0.99,"Nostrand Ave, Brooklyn, NY, US","Madison St, Brooklyn, NY, US",5,0.00,0,0.00,
UberX,4/4/2026,Saturday,6:57 PM,563,1.44,"Sullivan Pl, Brooklyn, NY, US","Atlantic Ave, Brooklyn, NY, US",5,0.00,0,0.00,
UberX,4/4/2026,Saturday,6:50 PM,675,1.68,"Washington Ave, Brooklyn, NY, US","Montgomery St, Brooklyn, NY, US",5,0.00,0,0.00,
UberX,4/4/2026,Saturday,6:28 PM,535,1.43,"Myrtle Ave, Brooklyn, NY, US","Myrtle Ave, Brooklyn, NY, US",5,0.00,0,0.00,
UberX,4/4/2026,Saturday,5:11 PM,1426,2.86,"Putnam Ave, Brooklyn, NY, US","Dekalb Ave, Brooklyn, NY, US",5,0.00,0,0.00,
Comfort,4/4/2026,Saturday,4:53 PM,311,1.20,"Cornelia St, Brooklyn, NY, US","Decatur St, Ridgewood, NY, US",5,0.00,0,0.00,
UberX,4/4/2026,Saturday,4:42 PM,567,1.58,"Jefferson Ave, Brooklyn, NY, US","Macon St, Brooklyn, NY, US",5,0.00,0,0.00,
UberX,4/4/2026,Saturday,4:26 PM,547,1.51,"Malcolm X Blvd, Brooklyn, NY, US","Tompkins Ave, Brooklyn, NY, US",5,3.00,0,0.00,
Electric,4/4/2026,Saturday,4:04 PM,1063,2.19,"E New York Ave, Brooklyn, NY, US","Patchen Ave, Brooklyn, NY, US",5,0.00,0,0.00,
UberX,4/4/2026,Saturday,3:37 PM,1329,3.86,"Vandalia Ave, Brooklyn, NY, US","Empire Blvd, Brooklyn, NY, US",5,2.33,146,0.00,
UberX,4/4/2026,Saturday,3:17 PM,822,2.34,"Kings Hwy, Brooklyn, NY, US","Flatlands Ave, Brooklyn, NY, US",5,0.00,23,0.00,
UberX,4/4/2026,Saturday,3:08 PM,295,0.65,"Rutland Rd, Brooklyn, NY, US","Kings Hwy, Brooklyn, NY, US",5,0.00,0,0.00,
UberX,4/4/2026,Saturday,3:05 PM,175,0.58,"Newport St, Brooklyn, NY, US","Howard Ave, Brooklyn, NY, US",5,0.00,0,0.00,
UberX,4/4/2026,Saturday,2:50 PM,746,2.25,"Thomas S Boyland St, Brooklyn, NY, US","Thomas S Boyland St, Brooklyn, NY, US",5,0.00,0,0.00,
Electric,4/4/2026,Saturday,2:29 PM,487,1.74,"Belmont Ave, Brooklyn, NY, US","Pennsylvania Ave, Brooklyn, NY, US",5,0.00,0,0.00,
Electric,4/8/2026,Wednesday,11:46 AM,392,1.08,"Hegeman Ave, Brooklyn, NY, US","Pitkin Ave and Euclid Ave, Brooklyn, NY, US",1,0.00,0,0.00,4.75
Comfort,4/8/2026,Wednesday,11:59 AM,510,1.28,"Pitkin Ave and Euclid Ave, Brooklyn, NY, US","Arlington Ave, Brooklyn, NY, US",1,0.00,0,0.00,4.54
UberX,4/8/2026,Wednesday,12:21 PM,879,3.19,"Ashford St, Brooklyn, NY, US","Fulton St and Kingston Ave, Brooklyn, NY, US",1,0.00,49,0.00,4.82
UberX,4/8/2026,Wednesday,12:39 PM,1129,3.00,"MacDonough St, Brooklyn, NY, US","Utica Ave, Brooklyn, NY, US",1,0.00,0,0.00,4.86
UberX,4/8/2026,Wednesday,1:24 PM,1115,3.19,"Flatbush Ave, Brooklyn, NY, US","E 94th St, Brooklyn, NY, US",1,0.00,0,0.00,4.84
UberX,4/8/2026,Wednesday,3:32 PM,687,2.50,"Georgia Ave, Brooklyn, NY, US","Gateway Dr, Brooklyn, NY, US",5,0.00,0,0.00,4.87
UberX,4/8/2026,Wednesday,4:03 PM,1263,3.83,"Linwood St, Brooklyn, NY, US","Utica Ave, Brooklyn, NY, US",5,4.41,12,0.00,4.82
UberX,4/8/2026,Wednesday,4:19 PM,335,1.07,"Schenectady Ave, Brooklyn, NY, US","Farragut Pl, Brooklyn, NY, US",5,0.00,60,0.00,4.64
UberX,4/8/2026,Wednesday,4:47 PM,307,0.59,"Lott St, Brooklyn, NY, US","Beverly Rd and Nostrand Ave, Brooklyn, NY, US",5,0.00,0,0.00,4.78
UberX,4/8/2026,Wednesday,5:01 PM,590,1.29,"Clarkson Ave, Brooklyn, NY, US","Carroll St, Brooklyn, NY, US",5,0.00,0,0.00,4.82
UberX,4/8/2026,Wednesday,5:12 PM,555,2.21,"Carroll St, Brooklyn, NY, US","E 95th St, Brooklyn, NY, US",5,0.00,0,0.00,4.69
Electric,4/9/2026,Thursday,1:34 PM,371,0.84,"Central Ave, Brooklyn, NY, US","Halsey St, Brooklyn, NY, US",1,0.00,0,0.00,4.84
UberX,4/9/2026,Thursday,1:44 PM,1147,3.30,"Madison St, Brooklyn, NY, US","Powell St, Brooklyn, NY, US",1,0.00,35,0.00,4.61
Electric,4/9/2026,Thursday,2:07 PM,240,0.58,"Lott Ave, Brooklyn, NY, US","Linden Blvd, Brooklyn, NY, US",1,0.00,0,0.00,4.44
Electric ,4/9/2026,Thursday,2:35 PM,3008,9.87,"E 51st St, Brooklyn, NY, US","Terminal 4, John F. Kennedy International Airport (JFK), New York, NY, US",5,0.00,0,0.00,4.67
UberX,4/9/2026,Thursday,3:34 PM,1497,9.01,"130th Pl, John F. Kennedy International Airport (JFK), Jamaica, NY, US","Bowne St, Flushing, NY, US",5,0.00,0,0.00,4.86
UberX VIP,4/9/2026,Thursday,4:16 PM,1244,1.94,"Parsons Blvd, Flushing, NY, US","40th Rd, Flushing, NY, US",5,3.00,0,0.00,4.79
UberX,4/9/2026,Thursday,4:34 PM,636,1.30,"40th Rd, Flushing, NY, US","Booth Memorial Ave, New York, NY, US",5,0.00,0,0.00,4.90
Electric,4/9/2026,Thursday,5:12 PM,857,3.14,"Booth Memorial Ave, Flushing, NY, US","162nd St, Flushing, NY, US",5,0.00,0,0.00,4.84
UberX,4/9/2026,Thursday,6:31 PM,580,2.03,"150th St and 41st Ave, Murray Hill, NY, US","Clintonville St, Whitestone, NY, US",5,0.00,0,0.00,4.86
UberX,4/9/2026,Thursday,7:04 PM,510,1.93,"S Conduit Blvd, Jamaica, NY, US","Lefferts Blvd, South Ozone Park, NY, US",5,1.00,0,0.00,4.79
Electric,4/9/2026,Thursday,7:18 PM,1478,9.25,"Rockaway Blvd, Jamaica, NY, US","1043 Beach 20th St, Far Rockaway, NY, US",5,0.00,0,0.00,4.79
UberX,4/9/2026,Thursday,7:34 PM,1414,7.66,"Beach 20th St, Far Rockaway, NY, US","S Conduit Ave, Jamaica, NY, US",5,0.00,0,0.00,4.64
UberX,4/9/2026,Thursday,8:23 PM,510,2.04,"Dumont Ave, Brooklyn, NY, US","Wortman Ave, Brooklyn, NY, US",5,0.00,15,0.00,5.00
UberX,4/9/2026,Thursday,8:41 PM,345,1.36,"Gateway Dr, Brooklyn, NY, US","Crescent St, Brooklyn, NY, US",5,0.00,0,0.00,4.74
UberX,4/9/2026,Thursday,8:44 PM,260,1.17,"Crescent St, Brooklyn, NY, US","Cozine Ave, Brooklyn, NY, US",5,0.00,275,0.00,4.83
UberX,4/9/2026,Thursday,9:00 PM,629,1.73,"Pennsylvania Ave, Brooklyn, NY, US","Berriman St, Brooklyn, NY, US",5,0.00,0,0.00,4.86
UberX,4/9/2026,Thursday,9:23 PM,444,1.45,"Ashford St and Livonia Ave, Brooklyn, NY, US","Vandalia Ave, Brooklyn, NY, US",5,0.00,0,0.00,4.94
UberX,4/9/2026,Thursday,9:37 PM,680,2.27,"Erskine St, Brooklyn, NY, US","Montauk Ave, Brooklyn, NY, US",5,0.00,0,0.00,4.81
UberX,4/9/2026,Thursday,10:05 PM,494,1.28,"Loring Ave, Brooklyn, NY, US","Fulton St, Brooklyn, NY, US",5,0.00,5,0.00,4.65
UberX,4/9/2026,Thursday,10:07 PM,694,1.71,"Euclid Ave, Brooklyn, NY, US","Stanley Ave, Brooklyn, NY, US",5,0.00,0,0.00,4.58
UberX,4/9/2026,Thursday,10:30 PM,263,0.77,"Forbell St, Brooklyn, NY, US","Hegeman Ave, Brooklyn, NY, US",5,0.00,0,0.00,4.58
UberX,4/9/2026,Thursday,10:41 PM,1027,6.85,"Montauk Ave, Brooklyn, NY, US","Westgate St, Springfield Gardens, NY, US",5,0.00,103,0.00,4.69
Comfort,4/10/2026,Friday,11:00 AM,407,1.15,"Pitkin Ave and Euclid Ave, Brooklyn, NY, US","Linden Blvd, Brooklyn, NY, US",1,0.00,0,0.00,4.79
UberX,4/10/2026,Friday,11:19 AM,452,0.98,"Crescent St, Brooklyn, NY, US","Pitkin Ave and Euclid Ave, Brooklyn, NY, US",1,0.00,0,0.00,4.82
UberX,4/10/2026,Friday,11:44 AM,383,1.24,"Hemlock St, Brooklyn, NY, US","Ashford St and Livonia Ave, Brooklyn, NY, US",1,0.00,0,0.00,4.83
UberX,4/10/2026,Friday,11:50 AM,651,2.01,"Ashford St, Brooklyn, NY, US","Sutter Ave, Brooklyn, NY, US",5,0.00,0,0.00,4.85
Electric,4/10/2026,Friday,11:47 AM,413,0.47,"Pitkin Ave, Brooklyn, NY, US","Osborn St, Brooklyn, NY, US",5,0.00,0,0.00,4.76
UberX,4/10/2026,Friday,12:14 PM,172,0.39,"Blake Ave, Brooklyn, NY, US","sutter ave, New York, NY, US",5,0.00,21,0.00,4.41
Comfort Electric,4/10/2026,Friday,12:27 PM,1451,2.88,"Ashford St, Brooklyn, NY, US","E New York Ave, Brooklyn, NY, US",5,0.00,273,0.00,4.79
UberX,4/10/2026,Friday,7:47 PM,342,0.86,"Pitkin Ave, Brooklyn, NY, US","Linden Blvd, Brooklyn, NY, US",5,0.00,0,0.00,4.71
UberX,4/10/2026,Friday,7:59 PM,940,5.73,"Loring Ave, Brooklyn, NY, US","143rd St, South Ozone Park, NY, US",5,0.00,0,0.00,4.70
UberX,4/10/2026,Friday,8:42 PM,1384,13.23,"Amber St, Brooklyn, NY, US","Jennings Ave, West Hempstead, NY, US",5,0.00,0,0.00,4.78
UberX,4/10/2026,Friday,9:47 PM,979,3.02,"Shepherd Ave, Brooklyn, NY, US","Rockaway Blvd, Ozone Park, NY, US",5,0.00,0,0.00,4.77
UberX,4/11/2026,Saturday,11:16 AM,878,3.21,"Hegeman Ave, Brooklyn, NY, US","Herkimer St, Brooklyn, NY, US",1,0.00,98,0.00,4.66
Electric,4/11/2026,Saturday,11:38 AM,1675,8.57,"Eastern Pkwy, Brooklyn, NY, US","Terminal 4, John F. Kennedy International Airport (JFK), New York, NY, US",5,0.00,147,0.00,4.73
Electric,4/11/2026,Saturday,12:16 PM,3535,32.14,"Terminal 4, John F. Kennedy International Airport (JFK), Queens, NY, US","Corporate Park Dr, West Harrison, NY, US",5,0.00,0,0.00,4.67
UberX,4/11/2026,Saturday,2:03 PM,663,1.82,"Bartow Ave, Bronx, NY, US","E 229th St, Bronx, NY, US",5,0.00,0,0.00,4.70
UberX,4/11/2026,Saturday,2:12 PM,1664,9.18,"Grace Ave, Bronx, NY, US","Prospect St, Yonkers, NY, US",5,0.00,0,0.00,4.87
UberX,4/11/2026,Saturday,3:54 PM,990,3.88,"E Tremont Ave, Bronx, NY, US","Edgecombe Ave, New York, NY, US",5,0.00,0,0.00,4.75
Comfort,4/11/2026,Saturday,4:12 PM,2084,9.32,"W 150th St, New York, NY, US","S Gramercy Park, New York City, NY, US",5,0.00,0,0.00,4.79
UberX,4/11/2026,Saturday,4:52 PM,886,1.47,"E 18th St, New York City, NY, US","E 41st St, New York, NY, US",5,0.00,0,0.00,4.85
UberX,4/11/2026,Saturday,5:04 PM,728,1.87,"E 41st St, New York City, NY, US","Madison Ave, New York City, NY, US",5,0.00,0,0.00,4.80
UberX,4/11/2026,Saturday,5:26 PM,971,3.16,"E 70th St, New York, NY, US","E 124th St, New York, NY, US",5,5.00,0,0.00,4.95
Electric,4/11/2026,Saturday,5:38 PM,2712,8.45,"2nd Ave, New York, NY, US","558 Broadway, New York, NY, US",5,0.00,0,0.00,4.88
UberX,4/12/2026,Sunday,12:02 PM,326,1.45,"Logan St, Brooklyn, NY, US","Pennsylvania Ave, Brooklyn, NY, US",5,0.00,94,0.00,4.89
UberX,4/12/2026,Sunday,12:22 PM,207,0.41,"New Lots Ave, Brooklyn, NY, US","Miller Ave, Brooklyn, NY, US",5,0.00,0,0.00,4.53
UberX,4/12/2026,Sunday,12:25 PM,1294,6.57,"Barbey St, Brooklyn, NY, US","Baisley Blvd, Jamaica, NY, US",5,0.00,145,0.00,4.52
UberX,4/12/2026,Sunday,12:58 PM,725,2.90,"135th Ave, South Ozone Park, NY, US","Vanwyck Expy, New York City, NY, US",5,0.00,0,0.00,4.69
UberX,4/12/2026,Sunday,1:16 PM,364,0.94,"130th St, Richmond Hill, NY, US","102nd Ave, Jamaica, NY, US",5,0.00,0,0.00,4.69
UberX,4/12/2026,Sunday,1:20 PM,1331,6.22,"Allendale St, Jamaica, NY, US","College Point Blvd, Flushing, NY, US",5,0.00,0,0.00,4.80
UberX,4/12/2026,Sunday,1:48 PM,4260,18.20,"Roosevelt Ave, Flushing, NY, US","White Sands Way, Arverne, NY, US",5,0.00,0,0.00,4.84
UberX,4/12/2026,Sunday,3:54 PM,2471,11.89,"Beach 32nd St, Far Rockaway, NY, US","Jamaica Ave, Brooklyn, NY, US",5,0.00,35,0.00,4.75
UberX,4/12/2026,Sunday,4:44 PM,1133,6.82,"Fulton St, Brooklyn, NY, US","Terminal 4, John F. Kennedy International Airport (JFK), New York, NY, US",5,0.00,0,0.00,4.81
UberX,4/12/2026,Sunday,6:21 PM,1369,3.97,"Hendrix St, Brooklyn, NY, US","Park Pl, Brooklyn, NY, US",5,0.00,0,0.00,4.52
